Region,Crop_Type,modal_price
Karnataka,Black Gram Dal (Urd Dal),7905
Karnataka,Brinjal,1300
Karnataka,Cabbage,1700
Karnataka,Capsicum,3100
Karnataka,Carrot,4500
Karnataka,Cauliflower,1300
Karnataka,Chapparad Avare,2700
Karnataka,Chilly Capsicum,4000
Karnataka,Cucumbar(Kheera),230
Karnataka,Green Chilli,4000
Karnataka,Knool Khol,1700
Karnataka,Raddish,650
Karnataka,Rice,4884
Karnataka,Ridgeguard(Tori),2500
Karnataka,Tomato,2000
Karnataka,Tomato,1500
Karnataka,Avare Dal,5000
Karnataka,Beans,4000
Karnataka,Cabbage,500
Karnataka,Chili Red,6250
Karnataka,Green Chilli,2000
Karnataka,Ground Nut Seed,6250
Karnataka,Gur(Jaggery),3218
Karnataka,Marigold(Calcutta),1000
Karnataka,Rice,3478
Karnataka,Tomato,2000
Karnataka,Water Melon,1612
Karnataka,Groundnut,3550
Karnataka,Tomato,1665
Karnataka,Mango,1600
Karnataka,Mango,1500
Karnataka,Tomato,2300
Karnataka,Rice,2030
Karnataka,Ginger(Green),2500
Karnataka,Sweet Potato,500
Karnataka,Tender Coconut,8000
Karnataka,Gur(Jaggery),3200
Karnataka,Gur(Jaggery),3000
Karnataka,Gur(Jaggery),2900
Karnataka,Gur(Jaggery),3200
Karnataka,Tender Coconut,12000
Karnataka,Arecanut(Betelnut/Supari),15000
Karnataka,Arecanut(Betelnut/Supari),21500
Karnataka,Coconut,10000
Karnataka,Arecanut(Betelnut/Supari),13000
Karnataka,Coconut,11750
Karnataka,Arecanut(Betelnut/Supari),16500
Karnataka,Black pepper,30000
Karnataka,Arhar Dal(Tur Dal),8600
Karnataka,Bengal Gram(Gram)(Whole),5100
Karnataka,Black Gram Dal (Urd Dal),7700
Karnataka,Corriander seed,8250
Karnataka,Cowpea (Lobia/Karamani),5484
Karnataka,Garlic,7000
Karnataka,Green Gram (Moong)(Whole),7064
Karnataka,Groundnut,5926
Karnataka,Gur(Jaggery),4100
Karnataka,Jowar(Sorghum),3600
Karnataka,Kulthi(Horse Gram),3379
Karnataka,Methi Seeds,5500
Karnataka,Neem Seed,1500
Karnataka,Paddy(Dhan)(Common),1717
Karnataka,Ragi (Finger Millet),2444
Karnataka,Rice,5300
Karnataka,Paddy(Dhan)(Common),1650
Karnataka,Ginger(Green),2550
Karnataka,Coconut,8000
Karnataka,Ginger(Green),3100
Karnataka,Jowar(Sorghum),1328
Karnataka,Arhar (Tur/Red Gram)(Whole),5589
Karnataka,Bengal Gram(Gram)(Whole),4335
Karnataka,Onion,1146
Karnataka,Paddy(Dhan)(Common),2119
Karnataka,Dry Chillies,5000
Karnataka,Jowar(Sorghum),1210
Karnataka,Wheat,2960
Karnataka,Arecanut(Betelnut/Supari),6875
Karnataka,Paddy(Dhan)(Common),2000
Karnataka,Rice,1700
Karnataka,Arecanut(Betelnut/Supari),36200
Karnataka,Arecanut(Betelnut/Supari),22900
Karnataka,Arecanut(Betelnut/Supari),34909
Karnataka,Arecanut(Betelnut/Supari),55396
Karnataka,Arhar Dal(Tur Dal),8000
Karnataka,Black Gram Dal (Urd Dal),8000
Karnataka,Chili Red,11500
Karnataka,Green Gram (Moong)(Whole),7750
Karnataka,Green Gram Dal (Moong Dal),8250
Karnataka,Gur(Jaggery),3700
Karnataka,Kulthi(Horse Gram),4250
Karnataka,Maize,2490
Karnataka,Ragi (Finger Millet),2800
Karnataka,Rice,2650
Karnataka,Rice,4800
Karnataka,Rice,4050
Karnataka,Tamarind Fruit,9500
Karnataka,Wheat,2850
Karnataka,Paddy(Dhan)(Common),1600
Karnataka,Copra,13800
Karnataka,Arecanut(Betelnut/Supari),36000
Karnataka,Coriander(Leaves),9000
Karnataka,Maize,2200
Karnataka,Neem Seed,2800
Karnataka,Onion,1600
Karnataka,Tamarind Fruit,7100
Karnataka,Elephant Yam (Suran),1800
Karnataka,Arecanut(Betelnut/Supari),23700
Karnataka,Arecanut(Betelnut/Supari),23500
Karnataka,Coconut,12973
Kerala,Amphophalus,2900
Kerala,Apple,11000
Kerala,Ashgourd,1600
Kerala,Banana,5900
Kerala,Banana,3300
Kerala,Banana,3000
Kerala,Banana - Green,5900
Kerala,Beetroot,3700
Kerala,Bengal Gram(Gram)(Whole),7100
Kerala,Bhindi(Ladies Finger),3100
Kerala,Bitter gourd,5700
Kerala,Black Gram (Urd Beans)(Whole),8700
Kerala,Brinjal,3500
Kerala,Cabbage,2400
Kerala,Capsicum,6100
Kerala,Carrot,4700
Kerala,Cauliflower,3500
Kerala,Coconut,4700
Kerala,Coconut Oil,21000
Kerala,Corriander seed,12100
Kerala,Cowpea(Veg),4100
Kerala,Cucumbar(Kheera),2500
Kerala,Cummin Seed(Jeera),21000
Kerala,Drumstick,3300
Kerala,French Beans (Frasbean),4700
Kerala,Garlic,7900
Kerala,Gingelly Oil,17100
Kerala,Ginger(Green),9100
Kerala,Green Chilli,4500
Kerala,Green Gram (Moong)(Whole),7100
Kerala,Green Peas,4100
Kerala,Lemon,7100
Kerala,Mousambi(Sweet Lime),4900
Kerala,Onion,2100
Kerala,Onion,3900
Kerala,Papaya,2800
Kerala,Pineapple,3500
Kerala,Potato,2700
Kerala,Pumpkin,2100
Kerala,Rice,9500
Kerala,Rice,2800
Kerala,Rice,3400
Kerala,Rice,3600
Kerala,Ridgeguard(Tori),4300
Kerala,Snakeguard,4000
Kerala,Tapioca,2500
Kerala,Tomato,4100
Kerala,Amphophalus,3200
Kerala,Ashgourd,1200
Kerala,Banana - Green,3400
Kerala,Beetroot,3200
Kerala,Bhindi(Ladies Finger),3000
Kerala,Bitter gourd,3500
Kerala,Bottle gourd,1000
Kerala,Brinjal,3000
Kerala,Cabbage,4500
Kerala,Capsicum,7000
Kerala,Carrot,6500
Kerala,Cauliflower,4000
Kerala,Colacasia,4500
Kerala,Cucumbar(Kheera),1000
Kerala,Drumstick,4500
Kerala,Garlic,8600
Kerala,Ginger(Green),12000
Kerala,Ginger(Green),18000
Kerala,Green Chilli,3000
Kerala,Onion,1900
Kerala,Onion,5700
Kerala,Potato,2000
Kerala,Snakeguard,2500
Kerala,Tomato,4000
Kerala,Amaranthus,3600
Kerala,Amphophalus,2600
Kerala,Ashgourd,1200
Kerala,Banana,3600
Kerala,Banana,3600
Kerala,Banana - Green,2600
Kerala,Beetroot,3000
Kerala,Bhindi(Ladies Finger),2000
Kerala,Bitter gourd,4600
Kerala,Brinjal,2900
Kerala,Cabbage,3600
Kerala,Carrot,6900
Kerala,Cauliflower,5000
Kerala,Cowpea(Veg),2000
Kerala,Cucumbar(Kheera),1100
Kerala,Drumstick,5500
Kerala,French Beans (Frasbean),4900
Kerala,Ginger(Green),24000
Kerala,Green Chilli,4600
Kerala,Onion,2100
Kerala,Onion,4700
Kerala,Potato,1800
Kerala,Pumpkin,1700
Kerala,Snakeguard,3000
Kerala,Tomato,3300
Kerala,Amaranthus,2400
Kerala,Amphophalus,3800
Kerala,Ashgourd,2400
Kerala,Banana,6200
Kerala,Banana,2600
Kerala,Banana,4000
Kerala,Banana,4600
Kerala,Banana,2300
Kerala,Beetroot,5600
Kerala,Bhindi(Ladies Finger),3600
Kerala,Bitter gourd,6500
Kerala,Brinjal,5400
Kerala,Cabbage,5200
Kerala,Carrot,8200
Kerala,Cauliflower,3200
Kerala,Colacasia,11000
Kerala,Cucumbar(Kheera),1600
Kerala,Drumstick,7200
Kerala,Ginger(Green),22000
Kerala,Green Chilli,5000
Kerala,Lemon,9800
Kerala,Onion,7000
Kerala,Papaya,1400
Kerala,Potato,3400
Kerala,Pumpkin,1800
Kerala,Snakeguard,4200
Kerala,Tapioca,3600
Kerala,Tomato,3800
Kerala,Amaranthus,2500
Kerala,Ashgourd,1500
Kerala,Banana,3500
Kerala,Banana,7300
Kerala,Banana - Green,4000
Kerala,Bhindi(Ladies Finger),3000
Kerala,Bitter gourd,2800
Kerala,Brinjal,2500
Kerala,Cabbage,3500
Kerala,Carrot,5500
Kerala,Cauliflower,3500
Kerala,Colacasia,3800
Kerala,Cowpea(Veg),3500
Kerala,Cucumbar(Kheera),2000
Kerala,Drumstick,5000
Kerala,Elephant Yam (Suran),3500
Kerala,Ginger(Green),18000
Kerala,Green Chilli,3300
Kerala,Little gourd (Kundru),3500
Kerala,Mango (Raw-Ripe),3800
Kerala,Onion,2100
Kerala,Onion,4700
Kerala,Pineapple,4600
Kerala,Potato,2200
Kerala,Pumpkin,1600
Kerala,Snakeguard,2000
Kerala,Tapioca,2300
Kerala,Tomato,3600
Kerala,Amaranthus,2300
Kerala,Amphophalus,3200
Kerala,Arecanut(Betelnut/Supari),21000
Kerala,Ashgourd,1900
Kerala,Banana,2700
Kerala,Banana,3800
Kerala,Banana - Green,4100
Kerala,Beetroot,3800
Kerala,Bhindi(Ladies Finger),3000
Kerala,Bitter gourd,4000
Kerala,Black pepper,34000
Kerala,Bottle gourd,1800
Kerala,Brinjal,2400
Kerala,Cabbage,4400
Kerala,Carrot,7000
Kerala,Cauliflower,3600
Kerala,Colacasia,4200
Kerala,Cowpea(Veg),2800
Kerala,Cucumbar(Kheera),2000
Kerala,Drumstick,5000
Kerala,Ginger(Green),20000
Kerala,Green Chilli,3600
Kerala,Little gourd (Kundru),3500
Kerala,Mango (Raw-Ripe),5300
Kerala,Onion,2300
Kerala,Pineapple,4800
Kerala,Potato,2500
Kerala,Pumpkin,2400
Kerala,Snakeguard,3300
Kerala,Tomato,3700
Kerala,Amaranthus,1500
Kerala,Amphophalus,2000
Kerala,Ashgourd,1200
Kerala,Banana,3600
Kerala,Banana - Green,4000
Kerala,Beetroot,3000
Kerala,Bhindi(Ladies Finger),2200
Kerala,Bitter gourd,3000
Kerala,Brinjal,2500
Kerala,Cabbage,5000
Kerala,Carrot,6000
Kerala,Cauliflower,2500
Kerala,Coconut,3500
Kerala,Colacasia,4000
Kerala,Cucumbar(Kheera),1200
Kerala,Drumstick,3600
Kerala,Elephant Yam (Suran),2000
Kerala,Field Pea,2200
Kerala,Ginger(Green),9800
Kerala,Green Chilli,2300
Kerala,Mango (Raw-Ripe),4500
Kerala,Onion,2300
Kerala,Paddy(Dhan)(Basmati),9500
Kerala,Potato,2200
Kerala,Pumpkin,1500
Kerala,Rice,3500
Kerala,Snakeguard,1500
Kerala,Tapioca,1800
Kerala,Tomato,3000
Kerala,Amaranthus,2200
Kerala,Arecanut(Betelnut/Supari),20500
Kerala,Ashgourd,1600
Kerala,Banana,2800
Kerala,Banana,4600
Kerala,Banana - Green,4800
Kerala,Bhindi(Ladies Finger),2800
Kerala,Bitter gourd,4600
Kerala,Black pepper,32500
Kerala,Brinjal,3600
Kerala,Cabbage,4600
Kerala,Carrot,6800
Kerala,Cauliflower,3800
Kerala,Cucumbar(Kheera),1500
Kerala,Drumstick,5600
Kerala,Elephant Yam (Suran),3200
Kerala,Field Pea,8500
Kerala,Ginger(Dry),23500
Kerala,Ginger(Green),19500
Kerala,Green Chilli,5500
Kerala,Little gourd (Kundru),3200
Kerala,Mango (Raw-Ripe),4600
Kerala,Onion,2200
Kerala,Onion,4200
Kerala,Pineapple,1800
Kerala,Potato,2200
Kerala,Pumpkin,1500
Kerala,Snakeguard,2600
Kerala,Tomato,3200
Kerala,Amaranthus,2500
Kerala,Arecanut(Betelnut/Supari),18500
Kerala,Ashgourd,1800
Kerala,Banana,4000
Kerala,Banana,2500
Kerala,Banana - Green,4500
Kerala,Bhindi(Ladies Finger),2600
Kerala,Bitter gourd,3000
Kerala,Black pepper,33000
Kerala,Bottle gourd,2000
Kerala,Brinjal,2800
Kerala,Cabbage,2300
Kerala,Carrot,4500
Kerala,Cauliflower,3400
Kerala,Colacasia,5000
Kerala,Cucumbar(Kheera),2000
Kerala,Drumstick,5000
Kerala,Elephant Yam (Suran),2800
Kerala,Field Pea,7000
Kerala,Ginger(Dry),23000
Kerala,Ginger(Green),16500
Kerala,Green Chilli,5500
Kerala,Little gourd (Kundru),2800
Kerala,Mango (Raw-Ripe),3000
Kerala,Onion,1000
Kerala,Pineapple,4000
Kerala,Potato,2500
Kerala,Pumpkin,1800
Kerala,Snakeguard,2800
Kerala,Tomato,2000
Kerala,Amaranthus,2800
Kerala,Amphophalus,3500
Kerala,Ashgourd,3200
Kerala,Banana - Green,4200
Kerala,Beetroot,3800
Kerala,Bhindi(Ladies Finger),4500
Kerala,Bitter gourd,5500
Kerala,Brinjal,2500
Kerala,Cowpea(Veg),5500
Kerala,Little gourd (Kundru),4500
Kerala,Mango,5500
Kerala,Tapioca,2200
Kerala,Amphophalus,4000
Kerala,Ashgourd,2000
Kerala,Banana,3400
Kerala,Banana,7000
Kerala,Banana - Green,4400
Kerala,Beetroot,4000
Kerala,Bhindi(Ladies Finger),4000
Kerala,Bitter gourd,5000
Kerala,Bottle gourd,3400
Kerala,Brinjal,3600
Kerala,Cabbage,4600
Kerala,Capsicum,8000
Kerala,Carrot,7000
Kerala,Cauliflower,4400
Kerala,Cluster beans,3200
Kerala,Colacasia,4800
Kerala,Cowpea(Veg),3400
Kerala,Cucumbar(Kheera),2200
Kerala,Drumstick,4700
Kerala,Ginger(Green),18500
Kerala,Green Chilli,3800
Kerala,Indian Beans (Seam),6000
Kerala,Lemon,8500
Kerala,Little gourd (Kundru),3700
Kerala,Mango (Raw-Ripe),5000
Kerala,Onion,2400
Kerala,Pineapple,5200
Kerala,Potato,2500
Kerala,Pumpkin,2400
Kerala,Snakeguard,3600
Kerala,Tomato,4000
Kerala,Amaranthus,1800
Kerala,Amphophalus,2800
Kerala,Apple,13500
Kerala,Arecanut(Betelnut/Supari),19500
Kerala,Ashgourd,1200
Kerala,Banana,3300
Kerala,Banana,7000
Kerala,Banana,3200
Kerala,Banana,2800
Kerala,Banana,2800
Kerala,Banana - Green,3000
Kerala,Beetroot,2800
Kerala,Bhindi(Ladies Finger),2000
Kerala,Bitter gourd,2200
Kerala,Black pepper,33000
Kerala,Black pepper,30000
Kerala,Brinjal,2600
Kerala,Cabbage,2800
Kerala,Cardamoms,280000
Kerala,Carrot,6000
Kerala,Cauliflower,2200
Kerala,Cloves,70000
Kerala,Cocoa,4000
Kerala,Coconut,1600
Kerala,Coconut,3100
Kerala,Coconut Oil,17500
Kerala,Coffee,6400
Kerala,Copra,9500
Kerala,Cowpea(Veg),2400
Kerala,Cucumbar(Kheera),900
Kerala,Cucumbar(Kheera),1600
Kerala,Drumstick,5000
Kerala,French Beans (Frasbean),2600
Kerala,Garlic,9000
Kerala,Ginger(Green),12000
Kerala,Green Chilli,3500
Kerala,Little gourd (Kundru),3200
Kerala,Mango,3000
Kerala,Mango (Raw-Ripe),2000
Kerala,Nutmeg,21000
Kerala,Onion,2000
Kerala,Onion,4400
Kerala,Potato,2000
Kerala,Pumpkin,1600
Kerala,Rice,2800
Kerala,Rice,3600
Kerala,Ridgeguard(Tori),2000
Kerala,Rubber,12700
Kerala,Rubber,14700
Kerala,Snakeguard,1400
Kerala,Tapioca,2000
Kerala,Tomato,3000
Kerala,Water Melon,1600
Kerala,Ashgourd,1600
Kerala,Beetroot,3600
Kerala,Bhindi(Ladies Finger),3200
Kerala,Bitter gourd,3000
Kerala,Brinjal,3000
Kerala,Cabbage,3800
Kerala,Carrot,6000
Kerala,Cauliflower,3000
Kerala,Cluster beans,5000
Kerala,Coconut Seed,3000
Kerala,Cowpea(Veg),4000
Kerala,Drumstick,7000
Kerala,Garlic,8000
Kerala,Green Chilli,5600
Kerala,Potato,2300
Kerala,Pumpkin,2500
Kerala,Snakeguard,4000
Kerala,Tomato,3600
Kerala,Banana,3900
Kerala,Arecanut(Betelnut/Supari),21000
Kerala,Banana,4000
Kerala,Black pepper,31500
Kerala,Rubber,14500
Kerala,Banana - Green,2750
Kerala,Black pepper,29500
Kerala,Coconut Oil,15850
Kerala,Onion,2150
Kerala,Amaranthus,3000
Kerala,Arecanut(Betelnut/Supari),21500
Kerala,Ashgourd,1800
Kerala,Banana,2800
Kerala,Banana,3400
Kerala,Banana,3100
Kerala,Black pepper,30000
Kerala,Copra,8100
Kerala,Cucumbar(Kheera),1300
Kerala,Pumpkin,1800
Kerala,Tapioca,2200
Kerala,Arecanut(Betelnut/Supari),22500
Kerala,Ashgourd,2400
Kerala,Banana,5500
Kerala,Banana,6500
Kerala,Banana - Green,4000
Kerala,Bhindi(Ladies Finger),3400
Kerala,Bitter gourd,5200
Kerala,Black pepper,30000
Kerala,Brinjal,3200
Kerala,Cabbage,3500
Kerala,Cauliflower,4000
Kerala,Coconut Oil,16800
Kerala,Coconut Seed,2500
Kerala,Copra,8400
Kerala,Cowpea(Veg),4500
Kerala,Cucumbar(Kheera),1500
Kerala,Drumstick,6000
Kerala,Elephant Yam (Suran),3500
Kerala,Ginger(Green),13000
Kerala,Green Chilli,4000
Kerala,Little gourd (Kundru),3000
Kerala,Onion,2000
Kerala,Potato,2000
Kerala,Pumpkin,2000
Kerala,Ridgeguard(Tori),3600
Kerala,Snakeguard,3000
Kerala,Tapioca,2600
Kerala,Tomato,3000
Kerala,Amaranthus,2500
Kerala,Arecanut(Betelnut/Supari),24050
Kerala,Ashgourd,3500
Kerala,Banana - Green,5000
Kerala,Beetroot,4600
Kerala,Bhindi(Ladies Finger),3100
Kerala,Bitter gourd,6000
Kerala,Bottle gourd,2900
Kerala,Brinjal,3600
Kerala,Cabbage,4100
Kerala,Carrot,7600
Kerala,Coconut Seed,2850
Kerala,Copra,8100
Kerala,Cowpea(Veg),3600
Kerala,Cucumbar(Kheera),1800
Kerala,Drumstick,7000
Kerala,Ginger(Green),13500
Kerala,Green Chilli,3600
Kerala,Indian Beans (Seam),4100
Kerala,Little gourd (Kundru),4500
Kerala,Long Melon(Kakri),2600
Kerala,Pepper garbled,31250
Kerala,Potato,2250
Kerala,Pumpkin,3050
Kerala,Ridgeguard(Tori),4500
Kerala,Snakeguard,3300
Kerala,Sweet Potato,2700
Kerala,Tapioca,2900
Kerala,Tomato,3200
Kerala,Amaranthus,2900
Kerala,Ashgourd,6900
Kerala,Banana,8600
Kerala,Banana,4600
Kerala,Banana,7600
Kerala,Banana,5900
Kerala,Banana,3900
Kerala,Beetroot,3600
Kerala,Bhindi(Ladies Finger),2700
Kerala,Bitter gourd,5100
Kerala,Bottle gourd,800
Kerala,Brinjal,3300
Kerala,Cabbage,4600
Kerala,Carrot,7200
Kerala,Cauliflower,2800
Kerala,Colacasia,4800
Kerala,Drumstick,4600
Kerala,Potato,2500
Kerala,Pumpkin,1500
Kerala,Snakeguard,3000
Kerala,Tomato,4900
Kerala,Banana,3500
Kerala,Banana,3500
Kerala,Bitter gourd,6400
Kerala,Brinjal,4000
Kerala,Cowpea(Veg),6500
Kerala,Green Chilli,9600
Kerala,Snakeguard,4000
Kerala,Tomato,3600
Kerala,Amaranthus,3200
Kerala,Amphophalus,3300
Kerala,Ashgourd,3000
Kerala,Banana,4500
Kerala,Banana,3400
Kerala,Banana,3500
Kerala,Banana,4400
Kerala,Bitter gourd,3300
Kerala,Brinjal,3600
Kerala,Carrot,6500
Kerala,Colacasia,3200
Kerala,Cowpea(Veg),4500
Kerala,Drumstick,3500
Kerala,Onion,3200
Kerala,Potato,3200
Kerala,Pumpkin,3800
Kerala,Snakeguard,3600
Kerala,Tomato,3400
Kerala,Ashgourd,1100
Kerala,Banana,3100
Kerala,Banana,3500
Kerala,Banana,7200
Kerala,Banana - Green,2300
Kerala,Beetroot,2900
Kerala,Bhindi(Ladies Finger),2400
Kerala,Bitter gourd,2700
Kerala,Brinjal,2400
Kerala,Cabbage,3300
Kerala,Carrot,5900
Kerala,Cauliflower,2400
Kerala,Coconut,2900
Kerala,Colacasia,7100
Kerala,Cowpea(Veg),3900
Kerala,Cucumbar(Kheera),900
Kerala,Drumstick,4100
Kerala,French Beans (Frasbean),3900
Kerala,Garlic,8700
Kerala,Ginger(Green),19500
Kerala,Green Chilli,2600
Kerala,Little gourd (Kundru),2500
Kerala,Mango (Raw-Ripe),4900
Kerala,Onion,2100
Kerala,Onion,4700
Kerala,Potato,1900
Kerala,Pumpkin,1100
Kerala,Snakeguard,1500
Kerala,Tomato,3500
Kerala,Ashgourd,1300
Kerala,Banana,3200
Kerala,Banana - Green,2200
Kerala,Beetroot,2600
Kerala,Bhindi(Ladies Finger),2700
Kerala,Bitter gourd,2800
Kerala,Brinjal,2500
Kerala,Cabbage,3500
Kerala,Carrot,5600
Kerala,Cluster beans,4400
Kerala,Coconut,3200
Kerala,Colacasia,4200
Kerala,Cucumbar(Kheera),2100
Kerala,Drumstick,4100
Kerala,Elephant Yam (Suran),3100
Kerala,Ginger(Green),16500
Kerala,Green Chilli,3100
Kerala,Little gourd (Kundru),3800
Kerala,Mango (Raw-Ripe),3100
Kerala,Onion,2100
Kerala,Onion,4400
Kerala,Potato,2300
Kerala,Pumpkin,1500
Kerala,Snakeguard,2000
Kerala,Tapioca,2500
Kerala,Tomato,3600
Kerala,Ashgourd,1400
Kerala,Banana,3800
Kerala,Banana - Green,5200
Kerala,Beetroot,5600
Kerala,Bhindi(Ladies Finger),3600
Kerala,Bitter gourd,5600
Kerala,Brinjal,3800
Kerala,Cabbage,4600
Kerala,Carrot,6600
Kerala,Cluster beans,5600
Kerala,Coconut,2200
Kerala,Colacasia,6000
Kerala,Cowpea(Veg),5600
Kerala,Drumstick,6600
Kerala,Elephant Yam (Suran),4000
Kerala,Ginger(Green),23500
Kerala,Green Chilli,7600
Kerala,Little gourd (Kundru),3200
Kerala,Long Melon(Kakri),2200
Kerala,Mango (Raw-Ripe),5600
Kerala,Onion,2000
Kerala,Pineapple,1600
Kerala,Potato,2600
Kerala,Pumpkin,1800
Kerala,Snakeguard,2600
Kerala,Tapioca,2000
Kerala,Tomato,3600
Kerala,Banana,3700
Kerala,Banana - Green,3700
Kerala,Beetroot,4200
Kerala,Bhindi(Ladies Finger),2800
Kerala,Bitter gourd,3100
Kerala,Cabbage,4800
Kerala,Carrot,6500
Kerala,Cluster beans,3500
Kerala,Cowpea(Veg),4500
Kerala,Cucumbar(Kheera),3400
Kerala,Green Chilli,4800
Kerala,Little gourd (Kundru),3800
Kerala,Onion,2200
Kerala,Onion,4800
Kerala,Potato,2200
Kerala,Tomato,3600
Kerala,Amaranthus,4200
Kerala,Ashgourd,2000
Kerala,Banana,5200
Kerala,Banana,2700
Kerala,Banana,2700
Kerala,Banana - Green,5200
Kerala,Bhindi(Ladies Finger),3000
Kerala,Bitter gourd,2800
Kerala,Brinjal,3200
Kerala,Cabbage,3000
Kerala,Cauliflower,3200
Kerala,Cowpea(Veg),4200
Kerala,Cucumbar(Kheera),1700
Kerala,Drumstick,5700
Kerala,Elephant Yam (Suran),3200
Kerala,Ginger(Green),12200
Kerala,Green Chilli,3200
Kerala,Indian Beans (Seam),4700
Kerala,Little gourd (Kundru),4000
Kerala,Mango (Raw-Ripe),2700
Kerala,Onion,2400
Kerala,Potato,2500
Kerala,Pumpkin,2200
Kerala,Rubber,13600
Kerala,Snakeguard,2700
Kerala,Tapioca,2700
Kerala,Tomato,3700
Kerala,Amaranthus,2300
Kerala,Ashgourd,1300
Kerala,Banana,3700
Kerala,Banana,3800
Kerala,Banana,4300
Kerala,Banana,2800
Kerala,Banana - Green,2400
Kerala,Beetroot,3300
Kerala,Bhindi(Ladies Finger),2800
Kerala,Bitter gourd,3000
Kerala,Brinjal,3000
Kerala,Brinjal,1900
Kerala,Cabbage,3800
Kerala,Carrot,5800
Kerala,Cauliflower,4300
Kerala,Cluster beans,3800
Kerala,Coconut Oil,17000
Kerala,Colacasia,3600
Kerala,Cucumbar(Kheera),1000
Kerala,Drumstick,3600
Kerala,Elephant Yam (Suran),2500
Kerala,Ginger(Green),17500
Kerala,Green Chilli,3400
Kerala,Lemon,7300
Kerala,Little gourd (Kundru),3300
Kerala,Mango,4300
Kerala,Onion,4900
Kerala,Onion,2000
Kerala,Pineapple,3900
Kerala,Potato,2300
Kerala,Pumpkin,1500
Kerala,Snakeguard,1600
Kerala,Tapioca,1800
Kerala,Tomato,3400
Kerala,Amaranthus,2300
Kerala,Amphophalus,3600
Kerala,Ashgourd,1600
Kerala,Banana,4500
Kerala,Banana,3200
Kerala,Banana,6500
Kerala,Beetroot,4000
Kerala,Bitter gourd,4400
Kerala,Bottle gourd,3000
Kerala,Brinjal,2000
Kerala,Cabbage,2600
Kerala,Carrot,6200
Kerala,Cluster beans,3000
Kerala,Cowpea(Veg),3000
Kerala,Drumstick,4200
Kerala,Ginger(Green),10700
Kerala,Green Chilli,2800
Kerala,Onion,2000
Kerala,Amaranthus,1800
Kerala,Amphophalus,2200
Kerala,Apple,9500
Kerala,Ashgourd,1400
Kerala,Banana,4800
Kerala,Banana - Green,2400
Kerala,Beetroot,1800
Kerala,Bhindi(Ladies Finger),2200
Kerala,Bitter gourd,2800
Kerala,Bottle gourd,1400
Kerala,Brinjal,2000
Kerala,Cabbage,1400
Kerala,Carrot,4400
Kerala,Coconut Seed,2000
Kerala,Cowpea(Veg),2400
Kerala,Cucumbar(Kheera),1400
Kerala,Drumstick,3000
Kerala,French Beans (Frasbean),2400
Kerala,Ginger(Green),3800
Kerala,Grapes,6500
Kerala,Green Chilli,2200
Kerala,Onion,1400
Kerala,Pineapple,2000
Kerala,Potato,1400
Kerala,Pumpkin,1200
Kerala,Snakeguard,2000
Kerala,Tomato,1400
Kerala,Amaranthus,2300
Kerala,Amphophalus,2500
Kerala,Ashgourd,600
Kerala,Banana - Green,3300
Kerala,Beetroot,3000
Kerala,Bhindi(Ladies Finger),2200
Kerala,Bitter gourd,2700
Kerala,Bottle gourd,2000
Kerala,Brinjal,1300
Kerala,Cabbage,2700
Kerala,Carrot,5400
Kerala,Cauliflower,2100
Kerala,Cluster beans,2700
Kerala,Coconut Seed,3000
Kerala,Cowpea(Veg),3000
Kerala,Cucumbar(Kheera),800
Kerala,Drumstick,3600
Kerala,French Beans (Frasbean),3000
Kerala,Ginger(Green),14000
Kerala,Green Chilli,2000
Kerala,Onion,1900
Kerala,Potato,1700
Kerala,Pumpkin,700
Kerala,Raddish,2000
Kerala,Snakeguard,2200
Kerala,Tomato,1790
Kerala,Amaranthus,2400
Kerala,Amphophalus,3300
Kerala,Ashgourd,1500
Kerala,Banana - Green,4000
Kerala,Beetroot,3100
Kerala,Bhindi(Ladies Finger),2400
Kerala,Bitter gourd,3300
Kerala,Brinjal,1500
Kerala,Cabbage,2700
Kerala,Carrot,6000
Kerala,Cauliflower,2600
Kerala,Cluster beans,2700
Kerala,Coriander(Leaves),4500
Kerala,Cowpea(Veg),3700
Kerala,Cucumbar(Kheera),1400
Kerala,Drumstick,3800
Kerala,French Beans (Frasbean),3700
Kerala,Ginger(Green),17000
Kerala,Green Chilli,2700
Kerala,Pumpkin,1000
Kerala,Snakeguard,2300
Kerala,Tomato,2100
Kerala,Amaranthus,2100
Kerala,Amphophalus,2900
Kerala,Ashgourd,1700
Kerala,Banana - Green,3600
Kerala,Beetroot,2500
Kerala,Bhindi(Ladies Finger),3100
Kerala,Bitter gourd,3900
Kerala,Bottle gourd,1800
Kerala,Brinjal,2500
Kerala,Cabbage,1900
Kerala,Carrot,4100
Kerala,Cauliflower,3100
Kerala,Cluster beans,3100
Kerala,Cowpea(Veg),4100
Kerala,Cucumbar(Kheera),1900
Kerala,Drumstick,4100
Kerala,French Beans (Frasbean),3100
Kerala,Garlic,9900
Kerala,Ginger(Green),14200
Kerala,Green Chilli,6200
Kerala,Lemon,6100
Kerala,Onion,2300
Kerala,Potato,2300
Kerala,Pumpkin,1500
Kerala,Snakeguard,1900
Kerala,Tomato,3100
Kerala,Amaranthus,1900
Kerala,Amphophalus,2900
Kerala,Ashgourd,1400
Kerala,Banana - Green,3300
Kerala,Beans,2900
Kerala,Bhindi(Ladies Finger),2900
